_id,name,pollingStation,createdAt,updatedAt
6028ae18be48b504bc4f6138,D-E,6028a8b0be48b504bc4f6114,2021-02-14T04:59:04.184Z,2021-02-14T04:59:04.184Z
6028ae1dbe48b504bc4f6139,F-H,6028a8b0be48b504bc4f6114,2021-02-14T04:59:09.797Z,2021-02-14T04:59:09.797Z
6028ae28be48b504bc4f613a,I-JON,6028a8b0be48b504bc4f6114,2021-02-14T04:59:20.427Z,2021-02-14T04:59:20.427Z
6028ae33be48b504bc4f613b,JOR-K,6028a8b0be48b504bc4f6114,2021-02-14T04:59:31.752Z,2021-02-14T04:59:31.752Z
6028ae3abe48b504bc4f613c,L,6028a8b0be48b504bc4f6114,2021-02-14T04:59:38.436Z,2021-02-14T04:59:38.436Z
6028ae3fbe48b504bc4f613d,M,6028a8b0be48b504bc4f6114,2021-02-14T04:59:43.468Z,2021-02-14T04:59:43.468Z
6028ae46be48b504bc4f613e,N-PL,6028a8b0be48b504bc4f6114,2021-02-14T04:59:50.322Z,2021-02-14T04:59:50.322Z
6028ae4cbe48b504bc4f613f,PO-S,6028a8b0be48b504bc4f6114,2021-02-14T04:59:56.778Z,2021-02-14T04:59:56.778Z
6028ae51be48b504bc4f6140,T-Z,6028a8b0be48b504bc4f6114,2021-02-14T05:00:01.535Z,2021-02-14T05:00:01.535Z
6028ae5fbe48b504bc4f6141,A,6028a8e5be48b504bc4f6115,2021-02-14T05:00:15.001Z,2021-02-14T05:00:15.001Z
6028ae68be48b504bc4f6142,B-CH,6028a8e5be48b504bc4f6115,2021-02-14T05:00:24.135Z,2021-02-14T05:00:24.135Z
6028ae6fbe48b504bc4f6143,CI-D,6028a8e5be48b504bc4f6115,2021-02-14T05:00:31.759Z,2021-02-14T05:00:31.759Z
6028ae76be48b504bc4f6144,E-FO,6028a8e5be48b504bc4f6115,2021-02-14T05:00:38.742Z,2021-02-14T05:00:38.742Z
6028ae7dbe48b504bc4f6145,FR-HE,6028a8e5be48b504bc4f6115,2021-02-14T05:00:45.848Z,2021-02-14T05:00:45.848Z
6028ae8dbe48b504bc4f6146,HI-JOR,6028a8e5be48b504bc4f6115,2021-02-14T05:01:01.310Z,2021-02-14T05:01:01.310Z
6028ae95be48b504bc4f6147,JOS-L,6028a8e5be48b504bc4f6115,2021-02-14T05:01:09.041Z,2021-02-14T05:01:09.041Z
6028ae99be48b504bc4f6148,M,6028a8e5be48b504bc4f6115,2021-02-14T05:01:13.746Z,2021-02-14T05:01:13.746Z
6028aea6be48b504bc4f6149,N-Q,6028a8e5be48b504bc4f6115,2021-02-14T05:01:26.365Z,2021-02-14T05:01:26.365Z
6028aeb0be48b504bc4f614a,R-ST.J,6028a8e5be48b504bc4f6115,2021-02-14T05:01:36.716Z,2021-02-14T05:01:36.716Z
6028aebbbe48b504bc4f614b,ST.L-Z,6028a8e5be48b504bc4f6115,2021-02-14T05:01:47.901Z,2021-02-14T05:01:47.901Z
6028b039be48b504bc4f614c,A-D,6028a60cbe48b504bc4f6104,2021-02-14T05:08:09.947Z,2021-02-14T05:08:09.947Z
6028b03fbe48b504bc4f614d,E-I,6028a60cbe48b504bc4f6104,2021-02-14T05:08:15.591Z,2021-02-14T05:08:15.591Z
6028b045be48b504bc4f614e,J-L,6028a60cbe48b504bc4f6104,2021-02-14T05:08:21.940Z,2021-02-14T05:08:21.940Z
6028b04bbe48b504bc4f614f,M-Z,6028a60cbe48b504bc4f6104,2021-02-14T05:08:27.220Z,2021-02-14T05:08:27.220Z
6028b05abe48b504bc4f6150,A-I,6028a622be48b504bc4f6105,2021-02-14T05:08:42.979Z,2021-02-14T05:08:42.979Z
6028b061be48b504bc4f6151,J-Z,6028a622be48b504bc4f6105,2021-02-14T05:08:49.119Z,2021-02-14T05:08:49.119Z
6028b071be48b504bc4f6152,A-B,6028a665be48b504bc4f6106,2021-02-14T05:09:05.395Z,2021-02-14T05:09:05.395Z
6028b076be48b504bc4f6153,C-E,6028a665be48b504bc4f6106,2021-02-14T05:09:10.541Z,2021-02-14T05:09:10.541Z
6028b07ebe48b504bc4f6154,F-I,6028a665be48b504bc4f6106,2021-02-14T05:09:18.534Z,2021-02-14T05:09:18.534Z
6028b084be48b504bc4f6155,J-K,6028a665be48b504bc4f6106,2021-02-14T05:09:24.323Z,2021-02-14T05:09:24.323Z
6028b0a4be48b504bc4f6156,L-O,6028a678be48b504bc4f6107,2021-02-14T05:09:56.353Z,2021-02-14T05:09:56.353Z
6028b0aabe48b504bc4f6157,P-R,6028a678be48b504bc4f6107,2021-02-14T05:10:02.609Z,2021-02-14T05:10:02.609Z
6028b0b3be48b504bc4f6158,S-Z,6028a678be48b504bc4f6107,2021-02-14T05:10:11.123Z,2021-02-14T05:10:11.123Z
6028b0c3be48b504bc4f6159,A-J,6028a699be48b504bc4f6108,2021-02-14T05:10:27.632Z,2021-02-14T05:10:27.632Z
6028b0c9be48b504bc4f615a,K-Z,6028a699be48b504bc4f6108,2021-02-14T05:10:33.770Z,2021-02-14T05:10:33.770Z
6028b0e1be48b504bc4f615b,A-Z,6028a6aabe48b504bc4f6109,2021-02-14T05:10:57.058Z,2021-02-14T05:10:57.058Z
6028b0f3be48b504bc4f615c,A-C,6028a6c3be48b504bc4f610a,2021-02-14T05:11:15.394Z,2021-02-14T05:11:15.394Z
6028b0fcbe48b504bc4f615d,D-F,6028a6c3be48b504bc4f610a,2021-02-14T05:11:24.074Z,2021-02-14T05:11:24.074Z
6028b101be48b504bc4f615e,G-K,6028a6c3be48b504bc4f610a,2021-02-14T05:11:29.497Z,2021-02-14T05:11:29.497Z
6028b107be48b504bc4f615f,L-O,6028a6c3be48b504bc4f610a,2021-02-14T05:11:35.228Z,2021-02-14T05:11:35.228Z
6028b10cbe48b504bc4f6160,P-Z,6028a6c3be48b504bc4f610a,2021-02-14T05:11:40.546Z,2021-02-14T05:11:40.546Z
6028b11bbe48b504bc4f6161,A-E,6028a6f9be48b504bc4f610b,2021-02-14T05:11:55.076Z,2021-02-14T05:11:55.076Z
6028b121be48b504bc4f6162,F-J,6028a6f9be48b504bc4f610b,2021-02-14T05:12:01.487Z,2021-02-14T05:12:01.487Z
6028b126be48b504bc4f6163,K-Z,6028a6f9be48b504bc4f610b,2021-02-14T05:12:06.335Z,2021-02-14T05:12:06.335Z
6028b137be48b504bc4f6164,A-B,6028a71abe48b504bc4f610c,2021-02-14T05:12:23.156Z,2021-02-14T05:12:23.156Z
6028b13cbe48b504bc4f6165,C-D,6028a71abe48b504bc4f610c,2021-02-14T05:12:28.574Z,2021-02-14T05:12:28.574Z
6028b141be48b504bc4f6166,E-G,6028a71abe48b504bc4f610c,2021-02-14T05:12:33.434Z,2021-02-14T05:12:33.434Z
6028b14abe48b504bc4f6167,H-JOY,6028a71abe48b504bc4f610c,2021-02-14T05:12:42.775Z,2021-02-14T05:12:42.775Z
6028b157be48b504bc4f6168,JUL-L,6028a731be48b504bc4f610d,2021-02-14T05:12:55.688Z,2021-02-14T05:12:55.688Z
6028b160be48b504bc4f6169,M-O,6028a731be48b504bc4f610d,2021-02-14T05:13:04.540Z,2021-02-14T05:13:04.540Z
6028b166be48b504bc4f616a,P-R,6028a731be48b504bc4f610d,2021-02-14T05:13:10.481Z,2021-02-14T05:13:10.481Z
6028b16cbe48b504bc4f616b,S-Z,6028a731be48b504bc4f610d,2021-02-14T05:13:16.291Z,2021-02-14T05:13:16.291Z
6028ca11be48b504bc4f616c,A-CHAR,6028a52bbe48b504bc4f60ff,2021-02-14T06:58:25.098Z,2021-02-14T06:58:25.098Z
6028ca1cbe48b504bc4f616d,CHAS-E,6028a52bbe48b504bc4f60ff,2021-02-14T06:58:36.409Z,2021-02-14T06:58:36.409Z
6028ca23be48b504bc4f616e,F-JN,6028a52bbe48b504bc4f60ff,2021-02-14T06:58:43.466Z,2021-02-14T06:58:43.466Z
6028ca2abe48b504bc4f616f,JO-ME,6028a52bbe48b504bc4f60ff,2021-02-14T06:58:50.544Z,2021-02-14T06:58:50.544Z
6028ca31be48b504bc4f6170,MI-R,6028a52bbe48b504bc4f60ff,2021-02-14T06:58:57.597Z,2021-02-14T06:58:57.597Z
6028ca38be48b504bc4f6171,S-Z,6028a52bbe48b504bc4f60ff,2021-02-14T06:59:04.821Z,2021-02-14T06:59:04.821Z
6028ca4ebe48b504bc4f6172,A-BO,6028a54bbe48b504bc4f6100,2021-02-14T06:59:26.163Z,2021-02-14T06:59:26.163Z
6028ca55be48b504bc4f6173,BR-DA,6028a54bbe48b504bc4f6100,2021-02-14T06:59:33.223Z,2021-02-14T06:59:33.223Z
6028ca5bbe48b504bc4f6174,DE-FO,6028a54bbe48b504bc4f6100,2021-02-14T06:59:39.640Z,2021-02-14T06:59:39.640Z
6028ca64be48b504bc4f6175,FR-JI,6028a54bbe48b504bc4f6100,2021-02-14T06:59:48.113Z,2021-02-14T06:59:48.113Z
6028ca6bbe48b504bc4f6176,JN-LE,6028a54bbe48b504bc4f6100,2021-02-14T06:59:55.040Z,2021-02-14T06:59:55.040Z
6028ca72be48b504bc4f6177,LI-O,6028a54bbe48b504bc4f6100,2021-02-14T07:00:02.809Z,2021-02-14T07:00:02.809Z
6028ca79be48b504bc4f6178,P-SM,6028a54bbe48b504bc4f6100,2021-02-14T07:00:09.024Z,2021-02-14T07:00:09.024Z
6028ca7fbe48b504bc4f6179,NS-Z,6028a54bbe48b504bc4f6100,2021-02-14T07:00:15.709Z,2021-02-14T07:00:15.709Z
6028ca95be48b504bc4f617a,A-D,6028a565be48b504bc4f6101,2021-02-14T07:00:37.254Z,2021-02-14T07:00:37.254Z
6028ca99be48b504bc4f617b,E-I,6028a565be48b504bc4f6101,2021-02-14T07:00:41.826Z,2021-02-14T07:00:41.826Z
6028ca9fbe48b504bc4f617c,J-O,6028a565be48b504bc4f6101,2021-02-14T07:00:47.646Z,2021-02-14T07:00:47.646Z
6028caa4be48b504bc4f617d,P-Z,6028a565be48b504bc4f6101,2021-02-14T07:00:52.804Z,2021-02-14T07:00:52.804Z
6028cabbbe48b504bc4f617e,A-CHAN,6028a57ebe48b504bc4f6102,2021-02-14T07:01:15.734Z,2021-02-14T07:01:15.734Z
6028cac2be48b504bc4f617f,CHAR-E,6028a57ebe48b504bc4f6102,2021-02-14T07:01:22.209Z,2021-02-14T07:01:22.209Z
6028cac7be48b504bc4f6180,F-I,6028a57ebe48b504bc4f6102,2021-02-14T07:01:27.358Z,2021-02-14T07:01:27.358Z
6028cacdbe48b504bc4f6181,J-K,6028a57ebe48b504bc4f6102,2021-02-14T07:01:33.174Z,2021-02-14T07:01:33.174Z
6028cad2be48b504bc4f6182,L-O,6028a57ebe48b504bc4f6102,2021-02-14T07:01:38.061Z,2021-02-14T07:01:38.061Z
6028cad8be48b504bc4f6183,P-SI,6028a57ebe48b504bc4f6102,2021-02-14T07:01:44.937Z,2021-02-14T07:01:44.937Z
6028cae0be48b504bc4f6184,SK-Z,6028a57ebe48b504bc4f6102,2021-02-14T07:01:52.124Z,2021-02-14T07:01:52.124Z
6028caf5be48b504bc4f6185,A-E,6028a5a2be48b504bc4f6103,2021-02-14T07:02:13.666Z,2021-02-14T07:02:13.666Z
6028caffbe48b504bc4f6186,F-L,6028a5a2be48b504bc4f6103,2021-02-14T07:02:23.914Z,2021-02-14T07:02:23.914Z
6028cb06be48b504bc4f6187,M-Z,6028a5a2be48b504bc4f6103,2021-02-14T07:02:30.027Z,2021-02-14T07:02:30.027Z
6028cb5ebe48b504bc4f6188,A-G,6028a381be48b504bc4f60f8,2021-02-14T07:03:58.014Z,2021-02-14T07:03:58.014Z
6028cb66be48b504bc4f6189,H-M,6028a381be48b504bc4f60f8,2021-02-14T07:04:06.111Z,2021-02-14T07:04:06.111Z
6028cb6dbe48b504bc4f618a,N-Z,6028a381be48b504bc4f60f8,2021-02-14T07:04:13.372Z,2021-02-14T07:04:13.372Z
6028cb7abe48b504bc4f618b,A-B,6028a398be48b504bc4f60f9,2021-02-14T07:04:26.826Z,2021-02-14T07:04:26.826Z
6028cb7fbe48b504bc4f618c,C-D,6028a398be48b504bc4f60f9,2021-02-14T07:04:31.081Z,2021-02-14T07:04:31.081Z
6028cb84be48b504bc4f618d,E-F,6028a398be48b504bc4f60f9,2021-02-14T07:04:36.333Z,2021-02-14T07:04:36.333Z
6028cb89be48b504bc4f618e,G-I,6028a398be48b504bc4f60f9,2021-02-14T07:04:41.495Z,2021-02-14T07:04:41.495Z
6028cb8fbe48b504bc4f618f,J-K,6028a398be48b504bc4f60f9,2021-02-14T07:04:47.304Z,2021-02-14T07:04:47.304Z
6028cb97be48b504bc4f6190,L-MAY,6028a398be48b504bc4f60f9,2021-02-14T07:04:55.428Z,2021-02-14T07:04:55.428Z
6028cb9fbe48b504bc4f6191,MC-P,6028a398be48b504bc4f60f9,2021-02-14T07:05:03.511Z,2021-02-14T07:05:03.511Z
6028cbabbe48b504bc4f6192,Q-STA,6028a398be48b504bc4f60f9,2021-02-14T07:05:15.092Z,2021-02-14T07:05:15.092Z
6028cbb1be48b504bc4f6193,STE-Z,6028a398be48b504bc4f60f9,2021-02-14T07:05:21.830Z,2021-02-14T07:05:21.830Z
6028cbd1be48b504bc4f6194,A-J,6028a3acbe48b504bc4f60fa,2021-02-14T07:05:53.312Z,2021-02-14T07:05:53.312Z
6028cbd7be48b504bc4f6195,K-Z,6028a3acbe48b504bc4f60fa,2021-02-14T07:05:59.426Z,2021-02-14T07:05:59.426Z
6028cbdfbe48b504bc4f6196,A,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:07.445Z,2021-02-14T07:06:07.445Z
6028cbe4be48b504bc4f6197,B-C,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:12.160Z,2021-02-14T07:06:12.160Z
6028cbe8be48b504bc4f6198,D-E,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:16.343Z,2021-02-14T07:06:16.343Z
6028cbedbe48b504bc4f6199,F-G,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:21.719Z,2021-02-14T07:06:21.719Z
6028cbf4be48b504bc4f619a,H-JN,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:28.998Z,2021-02-14T07:06:28.998Z
6028cbfebe48b504bc4f619b,JOH-L,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:38.805Z,2021-02-14T07:06:38.805Z
6028cc05be48b504bc4f619c,M-O,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:45.359Z,2021-02-14T07:06:45.359Z
6028cc0cbe48b504bc4f619d,P-R,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:52.301Z,2021-02-14T07:06:52.301Z
6028cc0fbe48b504bc4f619e,S,6028a3c1be48b504bc4f60fb,2021-02-14T07:06:55.854Z,2021-02-14T07:06:55.854Z
6028cc15be48b504bc4f619f,T-Z,6028a3c1be48b504bc4f60fb,2021-02-14T07:07:01.723Z,2021-02-14T07:07:01.723Z
6028cc24be48b504bc4f61a0,A-C,6028a3e1be48b504bc4f60fc,2021-02-14T07:07:16.795Z,2021-02-14T07:07:16.795Z
6028cc2abe48b504bc4f61a1,D-F,6028a3e1be48b504bc4f60fc,2021-02-14T07:07:22.045Z,2021-02-14T07:07:22.045Z
6028cc2fbe48b504bc4f61a2,G-J,6028a3e1be48b504bc4f60fc,2021-02-14T07:07:27.060Z,2021-02-14T07:07:27.060Z
6028cc44be48b504bc4f61a3,K-O,6028a3f5be48b504bc4f60fd,2021-02-14T07:07:48.194Z,2021-02-14T07:07:48.194Z
6028cc4abe48b504bc4f61a4,P-SP,6028a3f5be48b504bc4f60fd,2021-02-14T07:07:54.419Z,2021-02-14T07:07:54.419Z
6028cc51be48b504bc4f61a5,ST-Z,6028a3f5be48b504bc4f60fd,2021-02-14T07:08:01.354Z,2021-02-14T07:08:01.354Z
6028cc61be48b504bc4f61a6,A-G,6028a406be48b504bc4f60fe,2021-02-14T07:08:17.347Z,2021-02-14T07:08:17.347Z
6028cc67be48b504bc4f61a7,H-M,6028a406be48b504bc4f60fe,2021-02-14T07:08:23.437Z,2021-02-14T07:08:23.437Z
6028cc6dbe48b504bc4f61a8,N-Z,6028a406be48b504bc4f60fe,2021-02-14T07:08:29.412Z,2021-02-14T07:08:29.412Z
6028cc8dbe48b504bc4f61a9,A-E,6028a2c0be48b504bc4f60f1,2021-02-14T07:09:01.942Z,2021-02-14T07:09:01.942Z
6028cc93be48b504bc4f61aa,F-L,6028a2c0be48b504bc4f60f1,2021-02-14T07:09:07.258Z,2021-02-14T07:09:07.258Z
6028cc99be48b504bc4f61ab,M-Z,6028a2c0be48b504bc4f60f1,2021-02-14T07:09:13.864Z,2021-02-14T07:09:13.864Z
6028cca7be48b504bc4f61ac,A-E,6028a2d0be48b504bc4f60f2,2021-02-14T07:09:27.081Z,2021-02-14T07:09:27.081Z
6028ccacbe48b504bc4f61ad,F-K,6028a2d0be48b504bc4f60f2,2021-02-14T07:09:32.207Z,2021-02-14T07:09:32.207Z
6028ccb1be48b504bc4f61ae,L-R,6028a2d0be48b504bc4f60f2,2021-02-14T07:09:37.521Z,2021-02-14T07:09:37.521Z
6028ccb7be48b504bc4f61af,S-Z,6028a2d0be48b504bc4f60f2,2021-02-14T07:09:43.035Z,2021-02-14T07:09:43.035Z
6028ccc5be48b504bc4f61b0,A-E,6028a2e1be48b504bc4f60f3,2021-02-14T07:09:57.537Z,2021-02-14T07:09:57.537Z
6028cccabe48b504bc4f61b1,F-J,6028a2e1be48b504bc4f60f3,2021-02-14T07:10:02.583Z,2021-02-14T07:10:02.583Z
6028ccd0be48b504bc4f61b2,K-Q,6028a2e1be48b504bc4f60f3,2021-02-14T07:10:08.528Z,2021-02-14T07:10:08.528Z
6028ccd7be48b504bc4f61b3,R-Z,6028a2e1be48b504bc4f60f3,2021-02-14T07:10:15.032Z,2021-02-14T07:10:15.032Z
6028cce4be48b504bc4f61b4,A-C,6028a2f7be48b504bc4f60f4,2021-02-14T07:10:28.308Z,2021-02-14T07:10:28.308Z
6028cce8be48b504bc4f61b5,D-G,6028a2f7be48b504bc4f60f4,2021-02-14T07:10:32.779Z,2021-02-14T07:10:32.779Z
6028ccedbe48b504bc4f61b6,H-K,6028a2f7be48b504bc4f60f4,2021-02-14T07:10:37.791Z,2021-02-14T07:10:37.791Z
6028ccf4be48b504bc4f61b7,L-Q,6028a2f7be48b504bc4f60f4,2021-02-14T07:10:44.306Z,2021-02-14T07:10:44.306Z
6028ccf9be48b504bc4f61b8,R-Z,6028a2f7be48b504bc4f60f4,2021-02-14T07:10:49.071Z,2021-02-14T07:10:49.071Z
6028cd08be48b504bc4f61b9,A-CI,6028a327be48b504bc4f60f5,2021-02-14T07:11:04.566Z,2021-02-14T07:11:04.566Z
6028cd0ebe48b504bc4f61ba,CL-E,6028a327be48b504bc4f60f5,2021-02-14T07:11:10.755Z,2021-02-14T07:11:10.755Z
6028cd14be48b504bc4f61bb,F-I,6028a327be48b504bc4f60f5,2021-02-14T07:11:16.017Z,2021-02-14T07:11:16.017Z
6028cd1bbe48b504bc4f61bc,J-K,6028a327be48b504bc4f60f5,2021-02-14T07:11:23.411Z,2021-02-14T07:11:23.411Z
6028cd28be48b504bc4f61bd,L-O,6028a33dbe48b504bc4f60f6,2021-02-14T07:11:36.306Z,2021-02-14T07:11:36.306Z
6028cd30be48b504bc4f61be,P-SP,6028a33dbe48b504bc4f60f6,2021-02-14T07:11:44.190Z,2021-02-14T07:11:44.190Z
6028cd36be48b504bc4f61bf,ST-Z,6028a33dbe48b504bc4f60f6,2021-02-14T07:11:50.701Z,2021-02-14T07:11:50.701Z
6028cd47be48b504bc4f61c0,A-D,6028a352be48b504bc4f60f7,2021-02-14T07:12:07.308Z,2021-02-14T07:12:07.308Z
6028cd4dbe48b504bc4f61c1,E-I,6028a352be48b504bc4f60f7,2021-02-14T07:12:13.895Z,2021-02-14T07:12:13.895Z
6028cd54be48b504bc4f61c2,J-M,6028a352be48b504bc4f60f7,2021-02-14T07:12:20.105Z,2021-02-14T07:12:20.105Z
6028cd5abe48b504bc4f61c3,N-Z,6028a352be48b504bc4f60f7,2021-02-14T07:12:26.078Z,2021-02-14T07:12:26.078Z
6028cd78be48b504bc4f61c4,A-B,6028a21dbe48b504bc4f60ee,2021-02-14T07:12:56.645Z,2021-02-14T07:12:56.645Z
6028cd7ebe48b504bc4f61c5,C-D,6028a21dbe48b504bc4f60ee,2021-02-14T07:13:02.838Z,2021-02-14T07:13:02.838Z
6028cd86be48b504bc4f61c6,E-G,6028a21dbe48b504bc4f60ee,2021-02-14T07:13:10.722Z,2021-02-14T07:13:10.722Z
6028cd8dbe48b504bc4f61c7,H-JOR,6028a21dbe48b504bc4f60ee,2021-02-14T07:13:17.929Z,2021-02-14T07:13:17.929Z
6028cd97be48b504bc4f61c8,JOS-L,6028a21dbe48b504bc4f60ee,2021-02-14T07:13:27.041Z,2021-02-14T07:13:27.041Z
6028cd9dbe48b504bc4f61c9,M-Q,6028a21dbe48b504bc4f60ee,2021-02-14T07:13:33.255Z,2021-02-14T07:13:33.255Z
6028cda2be48b504bc4f61ca,R-Z,6028a21dbe48b504bc4f60ee,2021-02-14T07:13:38.163Z,2021-02-14T07:13:38.163Z
6028cdb6be48b504bc4f61cb,A-B,6028a22bbe48b504bc4f60ef,2021-02-14T07:13:58.118Z,2021-02-14T07:13:58.118Z
6028cdbabe48b504bc4f61cc,C-D,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:02.497Z,2021-02-14T07:14:02.497Z
6028cdbfbe48b504bc4f61cd,E-F,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:07.016Z,2021-02-14T07:14:07.016Z
6028cdc3be48b504bc4f61ce,G-I,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:11.783Z,2021-02-14T07:14:11.783Z
6028cdc7be48b504bc4f61cf,J,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:15.395Z,2021-02-14T07:14:15.395Z
6028cdcdbe48b504bc4f61d0,K-MO,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:21.531Z,2021-02-14T07:14:21.531Z
6028cdd4be48b504bc4f61d1,MU-R,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:28.390Z,2021-02-14T07:14:28.390Z
6028cdd6be48b504bc4f61d2,S,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:30.990Z,2021-02-14T07:14:30.990Z
6028cddbbe48b504bc4f61d3,T-Z,6028a22bbe48b504bc4f60ef,2021-02-14T07:14:35.886Z,2021-02-14T07:14:35.886Z
6028cdf1be48b504bc4f61d4,A-D,6028a259be48b504bc4f60f0,2021-02-14T07:14:57.123Z,2021-02-14T07:14:57.123Z
6028cdf5be48b504bc4f61d5,E-I,6028a259be48b504bc4f60f0,2021-02-14T07:15:01.853Z,2021-02-14T07:15:01.853Z
